DatasetIdentifier,Publisher,SourceRepository,YearPublished
doi-10-23695-p2v4-6g89,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-p316-4n72,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-p4ag-h063,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-p5qm-6670,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-p6vh-bm38,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-p81h-0a72,University of Gothenburg,Språkbanken Text,2025
doi-10-23695-p8dn-rf81,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-p8yn-xf34,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-p95q-0m44,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-paky-de67,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-pawz-fh93,University of Gothenburg,Språkbanken Text,2025
doi-10-23695-pbvv-vj96,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-pfeg-d659,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-phwz-hx30,University of Gothenburg,Språkbanken Text,2025
doi-10-23695-pjhm-e314,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-pjhs-6466,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-pk12-f021,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-pkr0-qw56,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-pm04-n213,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-pmpb-ry83,University of Gothenburg,Språkbanken Text,2025
doi-10-23695-pn4q-q827,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-pnwn-mt38,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-ppt7-hf76,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-ppxp-eq12,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-pq2h-5f40,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-pqrf-8x58,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-pst6-xt66,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-pvrx-fg92,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-pwva-xs03,University of Gothenburg,Språkbanken Text,2013
doi-10-23695-py9w-tn65,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-q1fy-tg26,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-q2pm-vw31,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-q4ns-kc44,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-q5ry-er16,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-q6q1-9247,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-q6zf-wq10,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-q9v4-vt57,University of Gothenburg,Språkbanken Text,2025
doi-10-23695-qa2w-5v14,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-qcgy-vw41,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-qdb0-mp65,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-qdbg-b731,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-qdkn-es87,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-qe9a-we97,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-qebf-k010,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-qggj-3130,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-qhk2-6x66,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-qj0e-4d34,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-qj8f-e838,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-qkkx-f796,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-qkns-c385,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-qmep-nr24,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-qp2c-3n78,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-qppt-ks58,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-qpvb-xm67,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-qq2j-5705,University of Gothenburg,Språkbanken Text,2016
doi-10-23695-qqen-j104,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-qssy-n662,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-qvhc-kg53,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-qvy8-2076,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-qwsz-cb16,University of Gothenburg,Språkbanken Text,2016
doi-10-23695-qx44-8m06,University of Gothenburg,Språkbanken Text,2016
doi-10-23695-qyg7-sm70,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-qz1m-y014,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-qzdq-zn17,University of Gothenburg,Språkbanken Text,2025
doi-10-23695-r20y-qp56,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-r2cx-an80,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-r2g2-mn24,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-r4vm-j928,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-r4vt-hw65,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-r5ve-qa14,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-r5vp-v013,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-r8td-xw20,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-r957-tk58,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-r97m-ty64,University of Gothenburg,Språkbanken Text,2014
doi-10-23695-r9w3-vq94,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-rbbg-4h36,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-rdrc-pv77,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-revf-er27,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-rgcg-ke24,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-rgh6-xq54,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-rgq0-pr79,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-rham-1g02,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-rj4g-1841,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-rkcx-0p52,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-rkvs-hx51,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-rkxx-7j19,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-rmnt-4106,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-rnmb-ga21,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-rnr2-nk24,University of Gothenburg,Språkbanken Text,2016
doi-10-23695-rpea-4j96,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-rrvk-4425,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-rsyr-zq08,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-rw1g-7e75,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-rw98-tr46,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-rwrq-1w38,University of Gothenburg,Språkbanken Text,2016
doi-10-23695-rww4-r432,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-rxf7-v102,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-rxz7-vg45,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-s0va-9y05,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-s1n6-t612,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-s28e-d620,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-s30v-g977,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-s3bj-xc96,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-s3hy-n541,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-s6c3-dq52,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-s704-f362,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-s80w-2517,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-s89c-w420,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-s9d3-m419,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-s9np-h680,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-safn-e012,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-sar0-fs43,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-sbt3-sj66,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-sc0f-v539,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-sc2g-zb68,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-scdv-vp07,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-scfd-zp59,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-scje-7w17,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-sdpe-re80,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-se1f-j645,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-se5f-d274,University of Gothenburg,Språkbanken Text,2020
doi-10-23695-sf56-kb38,University of Gothenburg,Språkbanken Text,2016
doi-10-23695-sf6e-an18,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-sg7k-ma63,University of Gothenburg,Språkbanken Text,2016
doi-10-23695-shwa-jf98,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-sj1d-g022,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-sjes-s341,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-sry4-bg72,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-st06-pa61,University of Gothenburg,Språkbanken Text,2025
doi-10-23695-st71-1c58,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-svb9-qw98,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-sw9p-bz76,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-swgt-7s14,University of Gothenburg,Språkbanken Text,2025
doi-10-23695-sww8-rp15,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-sz30-w850,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-szff-1m48,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-t0a2-3r13,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-t22j-6714,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-t30b-mt09,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-t3ft-6975,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-t3rd-t386,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-t49j-hb64,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-t4w4-rg52,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-t5m3-ne58,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-t7yj-6e57,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-t8f3-fx71,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-tbt8-pz93,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-tc3k-1n67,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-tckp-q530,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-tdav-g664,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-tgjz-z506,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-the9-9z35,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-tjbn-jh96,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-tje3-n997,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-tkpk-f947,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-tnjz-sf74,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-tpft-3q76,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-tq3a-5909,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-tqkx-av74,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-tqvm-0q26,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-tqwt-se33,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-trd4-8s03,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-trre-m034,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-tsxc-mh74,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-tt1e-3194,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-tt9p-1v23,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-ttj3-k291,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-ttkv-9y43,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-tvpv-p096,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-tvyn-kq70,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-twge-j983,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-txaw-kv39,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-tyd6-z445,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-tyf5-bm53,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-v0qx-8g62,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-v16b-jz67,University of Gothenburg,Språkbanken Text,2025
doi-10-23695-v1j2-4b85,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-v1n0-6t43,University of Gothenburg,Språkbanken Text,2016
doi-10-23695-v1y2-f098,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-v3jx-zv19,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-v3wp-6c64,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-v47x-4g92,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-v4mc-6r34,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-v52z-1w23,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-v6g0-dh08,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-v7a6-xe77,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-v7j4-5075,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-v8xs-p564,University of Gothenburg,Språkbanken Text,2025
doi-10-23695-vbqg-jr16,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-vcmq-2310,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-vd9r-3t41,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-vdax-hp87,University of Gothenburg,Språkbanken Text,2019
doi-10-23695-vdfx-r139,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-vf6c-nr65,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-vhjw-wt26,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-vhwd-mp90,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-vj17-ed92,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-vjdm-xm83,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-vkfr-wv85,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-vkg5-xw14,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-vkqk-p917,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-vkrt-z816,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-vmqw-rv41,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-vn24-1992,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-vn82-5s17,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-vp9e-pg93,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-vpc3-wc18,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-vr7v-zq62,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-vrvv-j228,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-vsb1-et81,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-vskb-tp81,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-vv5d-bq14,University of Gothenburg,Språkbanken Text,2025
doi-10-23695-vvey-cf02,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-vw67-tk79,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-vwt5-gp09,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-vy2j-xs67,University of Gothenburg,Språkbanken Text,2013
doi-10-23695-vy2r-et47,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-w176-1431,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-w1kh-6g30,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-w1s6-sg21,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-w38w-ag47,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-w3xa-tm27,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-w468-bn43,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-w4e3-z689,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-w4zk-mr96,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-w50j-tf54,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-w5sh-0z37,University of Gothenburg,Språkbanken Text,2016
doi-10-23695-w5ww-x964,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-w685-1q03,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-w8y7-nz51,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-w9zv-9s54,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-wa5z-ec65,University of Gothenburg,Språkbanken Text,2025
doi-10-23695-wabq-2t79,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-wb5v-zh18,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-wb6y-sv35,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-wgep-cy02,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-wh3y-2y24,University of Gothenburg,Språkbanken Text,2020
doi-10-23695-wh4q-np91,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-wjht-9t71,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-wk20-9s63,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-wk46-8x59,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-wkkn-n867,University of Gothenburg,Språkbanken Text,2015
doi-10-23695-wm8g-rt20,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-wmcr-7c32,University of Gothenburg,Språkbanken Text,2020
doi-10-23695-wnd0-c311,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-wnh8-g011,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-wnjb-4440,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-wp72-8a96,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-wpzg-7k66,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-wqqg-ym24,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-wrpb-tb09,University of Gothenburg,Språkbanken Text,2017
doi-10-23695-wsbh-dw10,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-wspt-n984,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-wsr0-0433,University of Gothenburg,Språkbanken Text,2022
doi-10-23695-wsrq-kz28,University of Gothenburg,Språkbanken Text,2023
doi-10-23695-wt3p-5n24,University of Gothenburg,Språkbanken Text,2021
doi-10-23695-wv8w-dq82,University of Gothenburg,Språkbanken Text,2024
doi-10-23695-wwef-p535,University of Gothenburg,Språkbanken Text,2015
