Publisher,SourceRepository,YearPublished
Lund University,DORIS,2017
Lund University,DORIS,2017
Lund University,DORIS,2017
University of Gothenburg,DORIS,2018
Uppsala University,DORIS,2018
University of Gothenburg,DORIS,2018
Uppsala University,DORIS,2018
Uppsala University,DORIS,2018
Uppsala University,DORIS,2018
Uppsala University,DORIS,2018
Uppsala University,DORIS,2018
University of Gothenburg,DORIS (only metadata),2014
University of Gothenburg,DORIS (only metadata),2014
University of Gothenburg,DORIS (only metadata),2014
Lund University,DORIS,2014
University of Gothenburg,DORIS,2014
University of Gothenburg,DORIS,2014
Stockholm Gerontology Research Center Foundation,DORIS (only metadata),2016
Stockholm Gerontology Research Center Foundation,DORIS (only metadata),2016
"Information not available, contact SND for more information",DORIS,2022
Linköping University,DORIS,2021
University of Gothenburg,DORIS,2024
Swedish University of Agricultural Sciences,DORIS,2024
Linköping University,DORIS,2023
Linköping University,DORIS,2023
Institute for Language and Folklore,DORIS (only metadata),2020
Swedish University of Agricultural Sciences,DORIS,2024
Karolinska Institutet,DORIS (only metadata),2012
Swedish University of Agricultural Sciences,DORIS,2024
Uppsala University,DORIS,2021
Linköping University,DORIS,2020
Uppsala University,DORIS,2024
Swedish University of Agricultural Sciences,DORIS,2025
Uppsala University,DORIS,2021
Uppsala University,DORIS (only metadata),2024
University of Gothenburg,DORIS,2024
Uppsala University,DORIS,2018
University of Gothenburg,DORIS,2024
Swedish University of Agricultural Sciences,DORIS,2019
Lund University,DORIS,2024
University of Borås,DORIS (only metadata),2024
Swedish University of Agricultural Sciences,DORIS,2025
Stockholm University,DORIS,2025
Swedish National Road and Transport Research Institute,DORIS (only metadata),2024
Stockholm University,DORIS,2017
Umeå University,DORIS (only metadata),2017
Uppsala University,DORIS,2025
Luleå University of Technology,DORIS (only metadata),2024
Region Uppsala,DORIS (only metadata),2011
University of Borås,DORIS (only metadata),2024
Uppsala University,DORIS,2024
Karolinska Institutet,DORIS,2025
Umeå University,DORIS,2016
Royal Institute of Technology,DORIS (only metadata),2024
Linköping University,DORIS,2018
Linköping University,DORIS,2018
Uppsala University,DORIS,2014
Stockholm University,DORIS,2024
Södertörns högskola,DORIS,2023
Uppsala University,DORIS,2018
Uppsala University,DORIS,2018
Uppsala University,DORIS,2023
Uppsala University,DORIS,2017
Uppsala University,DORIS,2017
Uppsala University,DORIS,2019
Swedish University of Agricultural Sciences,DORIS,2019
Uppsala University,DORIS,2019
Uppsala University,DORIS,2020
University of Gothenburg,DORIS,2024
Uppsala University,DORIS,2019
Uppsala University,DORIS,2018
Karolinska Institutet,DORIS,2023
Uppsala University,DORIS,2018
Umeå University,DORIS,2024
Uppsala University,DORIS,2019
Uppsala University,DORIS,2020
Uppsala University,DORIS,2020
Uppsala University,DORIS,2020
University of Gothenburg,DORIS,2023
Uppsala University,DORIS,2020
Uppsala University,DORIS,2020
Södertörns högskola,DORIS,2023
Luleå University of Technology,DORIS,2023
Uppsala University,DORIS,2019
Uppsala University,DORIS,2020
Uppsala University,DORIS,2020
Uppsala University,DORIS,2020
Stockholm University,DORIS,2023
Uppsala University,DORIS,2019
Chalmers University of Technology,DORIS,2023
Uppsala University,DORIS,2019
Uppsala University,DORIS,2019
Uppsala University,DORIS,2019
Chalmers University of Technology,DORIS,2025
University of Gothenburg,DORIS,2024
Uppsala University,DORIS (only metadata),2019
University of Gothenburg,DORIS,2024
Swedish University of Agricultural Sciences,DORIS,2024
University of Gothenburg,DORIS,2023
Lund University,DORIS,2022
Uppsala University,DORIS,2024
Swedish University of Agricultural Sciences,DORIS,2024
Karolinska Institutet,DORIS,2024
Uppsala University,DORIS,2024
Uppsala University,DORIS,2019
Uppsala University,DORIS,2012
Södertörns högskola,DORIS,2023
Örebro University,DORIS,2024
Lund University,DORIS,2023
University of Gothenburg,DORIS,2024
Swedish University of Agricultural Sciences,DORIS,2024
University of Gothenburg,DORIS,2024
Uppsala University,DORIS,2024
University College Stockholm,DORIS,2024
Chalmers University of Technology,DORIS,2024
Umeå University,DORIS,2024
University of Gothenburg,DORIS,2025
Swedish University of Agricultural Sciences,DORIS,2024
Swedish University of Agricultural Sciences,DORIS (only metadata),2024
Uppsala University,DORIS,2024
Uppsala University,DORIS,2025
University of Skövde,DORIS,2024
Swedish University of Agricultural Sciences,DORIS,2024
Lund University,DORIS,2023
Uppsala University,DORIS,2024
Chalmers University of Technology,DORIS,2024
Lund University,DORIS,2024
University of Gothenburg,DORIS,2024
University of Gothenburg,DORIS,2024
Uppsala University,DORIS,2014
Umeå University,DORIS,2024
University of Gothenburg,DORIS,2023
Uppsala University,DORIS,2024
Swedish University of Agricultural Sciences,DORIS,2024
Umeå University,DORIS,2022
Uppsala University,DORIS,2024
University of Gothenburg,DORIS,2024
Uppsala University,DORIS,2024
Karolinska Institutet,DORIS,2024
Lund University,DORIS,2020
Swedish University of Agricultural Sciences,DORIS,2024
Karolinska Institutet,DORIS,2024
Uppsala University,DORIS,2016
Uppsala University,DORIS,2018
Karolinska Institutet,DORIS,2024
Uppsala University,DORIS,2018
Uppsala University,DORIS,2017
Stockholm University,DORIS,2023
Uppsala University,DORIS,2017
Lund University,DORIS,2022
University of Gävle,DORIS,2024
Swedish University of Agricultural Sciences,DORIS,2024
Umeå University,DORIS,2024
Uppsala University,DORIS,2018
University of Gothenburg,DORIS,2020
Swedish University of Agricultural Sciences,DORIS,2024
Örebro University,DORIS,2024
Linnaeus University,DORIS,2025
Lund University,DORIS,2024
Swedish University of Agricultural Sciences,DORIS (only metadata),2024
Swedish Institute of Space Physics,DORIS,2024
Halmstad University,DORIS,2024
Karlstad University,DORIS,2024
Swedish University of Agricultural Sciences,DORIS,2023
Linnaeus University,DORIS,2020
Chalmers University of Technology,DORIS,2024
Chalmers University of Technology,DORIS,2024
Södertörns högskola,DORIS,2023
Uppsala University,DORIS,2024
Huddinge municipality,DORIS,2023
Stockholm University,DORIS,2023
Royal Institute of Technology,DORIS,2018
Lund University,DORIS,2023
Södertörns högskola,DORIS,2023
University of Borås,DORIS (only metadata),2023
Stockholm University,DORIS,2023
Södertörns högskola,DORIS,2023
Swedish University of Agricultural Sciences,DORIS,2024
Uppsala University,DORIS,2014
Uppsala University,DORIS,2023
University of Skövde,DORIS,2024
Uppsala University,DORIS,2024
University of Gothenburg,DORIS,2024
Umeå University,DORIS,2023
Uppsala University,DORIS,2023
Lund University,DORIS,2024
Stockholm University,DORIS,2021
Stockholm University,DORIS,2021
University of Gothenburg,DORIS,2021
University of Gothenburg,DORIS,2021
Karolinska Institutet,DORIS,2021
"Information not available, contact SND for more information",DORIS (only metadata),2021
Chalmers University of Technology,DORIS,2021
Swedish University of Agricultural Sciences,DORIS,2021
University of Gothenburg,DORIS,2021
Chalmers University of Technology,DORIS,2021
Swedish University of Agricultural Sciences,DORIS,2021
Swedish National Data Service,DORIS,2021
Karlstad University,DORIS,2023
Chalmers University of Technology,DORIS,2024
University of Gothenburg,DORIS,2005
Swedish University of Agricultural Sciences,DORIS,2021
Institute for Language and Folklore,DORIS (only metadata),2023
University of Gothenburg,DORIS (only metadata),1995
Luleå University of Technology,DORIS,2023
Swedish University of Agricultural Sciences,DORIS (only metadata),2023
Lund University,DORIS,2023
Linnaeus University,DORIS,2023
Umeå University,DORIS,2023
Linnaeus University,DORIS,2023
Luleå University of Technology,DORIS,2023
Luleå University of Technology,DORIS,2024
Mid Sweden University,DORIS,2017
Uppsala University,DORIS,2017
Luleå University of Technology,DORIS,2022
Institute for Future Studies,DORIS,2020
Chalmers University of Technology,DORIS,2023
Institute for Future Studies,DORIS,2020
Institute for Future Studies,DORIS,2020
Institute for Future Studies,DORIS,2020
Uppsala University,DORIS,2022
Swedish University of Agricultural Sciences,DORIS,2022
Swedish University of Agricultural Sciences,DORIS,2022
RISE Research Institutes of Sweden,DORIS,2022
Swedish University of Agricultural Sciences,DORIS,2022
University of Gothenburg,DORIS,2021
Swedish University of Agricultural Sciences,DORIS,2022
Swedish University of Agricultural Sciences,DORIS,2022
University of Gothenburg,DORIS (only metadata),1995
University of Gothenburg,DORIS (only metadata),1995
Swedish University of Agricultural Sciences,DORIS,2021
Chalmers University of Technology,DORIS,2021
University of Gothenburg,DORIS (only metadata),1995
Swedish University of Agricultural Sciences,DORIS (only metadata),2021
Lund University,DORIS,2021
University of Gothenburg,DORIS,2021
Umeå University,DORIS (only metadata),2021
University West,DORIS,2022
Swedish Institute of Space Physics,DORIS,2022
RISE Research Institutes of Sweden,DORIS,2020
University of Gothenburg,DORIS,2021
European Centre for Medium-Range Weather Forecasts (ECMWF),DORIS (only metadata),2020
Lund University,DORIS (only metadata),2020
Swedish University of Agricultural Sciences,DORIS,2021
Umeå University,DORIS,2021
Umeå University,DORIS,2021
Umeå University,DORIS,2021
Umeå University,DORIS,2021
Umeå University,DORIS,2021
Stockholm University,DORIS,2021
Umeå University,DORIS (only metadata),2021
University of Gothenburg,DORIS (only metadata),1995
University of Gothenburg,DORIS,2022
University of Gothenburg,DORIS (only metadata),1995
University of Gothenburg,DORIS (only metadata),1995
University of Gothenburg,DORIS (only metadata),1995
Stockholm University,DORIS,2021
University of Gothenburg,DORIS,2022
University of Gothenburg,DORIS,2021
Swedish University of Agricultural Sciences,DORIS,2021
Umeå University,DORIS,2021
Umeå University,DORIS,2022
Örebro University,DORIS,2023
Lund University,DORIS,2021
Luleå University of Technology,DORIS,2021
SMHI - Swedish Meteorological and Hydrological Institute,DORIS,2021
Luleå University of Technology,DORIS,2021
Stockholm University,DORIS,2021
Stockholm University,DORIS,2021
Stockholm University,DORIS,2021
Stockholm University,DORIS,2017
Stockholm University,DORIS,2021
Stockholm University,DORIS,2017
Stockholm University,DORIS,2017
University of Gothenburg,DORIS,2017
Karolinska Institutet,DORIS,2017
Stockholm University,DORIS,2017
"Faculty of Engineering, Lund University",DORIS,2018
"Faculty of Engineering, Lund University",DORIS,2018
Stockholm University,DORIS,2017
University of Gothenburg,DORIS,2017
Swedish University of Agricultural Sciences,DORIS,2024
University of Gothenburg,DORIS,2023
Umeå University,DORIS (only metadata),2014
Umeå University,DORIS (only metadata),2014
Karolinska Institutet,DORIS,2023
University of Gothenburg,DORIS,2002
University of Gothenburg,DORIS,2002
University of Gothenburg,DORIS,2023
University of Gothenburg,DORIS,2002
University of Gothenburg,DORIS,2024
Luleå University of Technology,DORIS,2023
Umeå University,DORIS,2023
Swedish University of Agricultural Sciences,DORIS,2022
Swedish University of Agricultural Sciences,DORIS,2023
Swedish University of Agricultural Sciences,DORIS,2023
Luleå University of Technology,DORIS,2023
University of Gothenburg,DORIS,2023
Swedish University of Agricultural Sciences,DORIS,2023
Karolinska Institutet,DORIS,2023
Swedish University of Agricultural Sciences,DORIS (only metadata),2024
University of Gothenburg,DORIS,2023
Swedish University of Agricultural Sciences,DORIS,2023
Stockholm University,DORIS,2023
Swedish University of Agricultural Sciences,DORIS,2023
Swedish University of Agricultural Sciences,DORIS,2024
Uppsala University,DORIS,2024
Swedish University of Agricultural Sciences,DORIS,2023
Institute for Language and Folklore,DORIS (only metadata),2023
Lund University,DORIS,2022
Swedish University of Agricultural Sciences,DORIS,2023
Institute for Language and Folklore,DORIS (only metadata),2022
"M 2022:03, Stärkta incitament för utbyggd vindkraft",DORIS,2023
"M 2022:03, Stärkta incitament för utbyggd vindkraft",DORIS,2023
Swedish University of Agricultural Sciences,DORIS,2023
"M 2022:03, Stärkta incitament för utbyggd vindkraft",DORIS,2023
Swedish University of Agricultural Sciences,DORIS,2023
Swedish University of Agricultural Sciences,DORIS (only metadata),2023
Swedish University of Agricultural Sciences,DORIS (only metadata),2023
Lund University,DORIS,2023
University of Gothenburg,DORIS,2023
University of Gothenburg,DORIS,2022
University of Gothenburg,DORIS,2006
University of Gothenburg,DORIS,2002
University of Gothenburg,DORIS,1992
University of Gothenburg,DORIS,2001
University of Gothenburg,DORIS,2001
University of Gothenburg,DORIS,2002
University of Gothenburg,DORIS,2002
Stockholm University,DORIS (only metadata),2007
Stockholm University,DORIS (only metadata),2007
Linköping University,DORIS (only metadata),2024
Stockholm University,DORIS (only metadata),2007
Stockholm University,DORIS (only metadata),2007
Linnaeus University,DORIS,2008
University of Gothenburg,DORIS,2002
University of Gothenburg,DORIS,2008
University of Gothenburg,DORIS,2008
University of Gothenburg,DORIS,2008
University of Gothenburg,DORIS,2008
University of Gothenburg,DORIS,2009
University of Gothenburg,DORIS,2009
University of Gothenburg,DORIS,2009
University of Gothenburg,DORIS,2010
University of Gothenburg,DORIS,2010
University of Gothenburg,DORIS,2010
University of Gothenburg,DORIS,2013
University of Gothenburg,DORIS,2009
University of Gothenburg,DORIS,2009
University of Gothenburg,DORIS,2009
University of Gothenburg,DORIS,2010
Umeå University,DORIS,2025
Swedish University of Agricultural Sciences,DORIS (only metadata),2023
Swedish University of Agricultural Sciences,DORIS (only metadata),2023
Swedish University of Agricultural Sciences,DORIS (only metadata),2024
Swedish University of Agricultural Sciences,DORIS (only metadata),2024
Lund University,DORIS,2025
Lund University,DORIS,1987
Lund University,DORIS,1987
Lund University,DORIS,1988
Lund University,DORIS,1988
University of Gothenburg,DORIS,2025
University of Gothenburg,DORIS,1991
University of Gothenburg,DORIS,1991
Swedish Institute of Space Physics,DORIS,2025
Swedish Institute of Space Physics,DORIS,2024
Swedish Institute of Space Physics,DORIS,2024
University of Gothenburg,DORIS,2025
University of Gothenburg,DORIS,2013
University of Gothenburg,DORIS,2013
University of Gothenburg,DORIS,2012
University of Gothenburg,DORIS,2012
University of Gothenburg,DORIS,2014
Stockholm University,DORIS,2025
Uppsala University,DORIS,2025
Uppsala University,DORIS,2014
Uppsala University,DORIS,2014
University of Gothenburg,DORIS,2023
Lund University,DORIS,2025
Lund University,DORIS,2014
Lund University,DORIS,2015
Lund University,DORIS,2014
Lund University,DORIS,2015
Lund University,DORIS,2025
Uppsala University,DORIS,2025
Uppsala University,DORIS,2025
"Information not available, contact SND for more information",DORIS,2025
"Information not available, contact SND for more information",DORIS,2015
"Information not available, contact SND for more information",DORIS,2015
Swedish University of Agricultural Sciences,DORIS,2025
Umeå University,DORIS,2025
